name,denomination,address
Gifts Of The Spirit Ministry Inc,Christian / General,"13042 GROVE PT, SAN ANTONIO, TX 78253-5755"
Livingstone Family Church,,"2746 FRONTIER DR, SAN ANTONIO, TX 78227-4069"
Alamo Community Church Downtown,,"729 E WOODLAWN AVE, SAN ANTONIO, TX 78212-3136"
El Camino Christian Church Tx Inc,Christian / General,"8118 TEZEL RD, SAN ANTONIO, TX 78250-3032"
Redeemed Fellowship Of New Braunfels,Christian / General,"803 MCGAR ST, NEW BRAUNFELS, TX 78130-6256"
Raw Ministries,Christian / General,"727A JOHNS RD, BOERNE, TX 78006-3230"
Knanaya Catholic Society Of San Antonio,Catholic,"13321 ROMULUS WAY, SAN ANTONIO, TX 78245-4795"
Hes Alive Ministries Inc,Christian / General,"6430 GREEN APPLE DR, SAN ANTONIO, TX 78233-3901"
Christian Ministries Association Inc,Christian / General,"13818 SHAVANO BREEZE, SAN ANTONIO, TX 78230-5855"
Worthy People Ministries,Christian / General,"3700 FREDRICKSBURG ROAD STE 152, SAN ANTONIO, TX 78201-3269"
Orchard A Mission Of The Church Of God 7Th Day,Church of God,"20345 STATE HWY 16 S, VON ORMY, TX 78073-4807"
Faithwallet Ministries,Christian / General,"7927 HIGHLAND PARK, SAN ANTONIO, TX 78250-5132"
Wellspring Fellowship Church,Christian / General,"6531 FM 78 STE 110 PMB 411, SAN ANTONIO, TX 78244-1456"
Jim Rion Ministries,Christian / General,"4827 RANCHERS RDG, SAN ANTONIO, TX 78251-4350"
Tapestry Free Methodist Church,Methodist,"8311 OAK HARVEST DR, SAN ANTONIO, TX 78254-4540"
All Nations Worship Assembly Of Houston,,"8235 VICAR, SAN ANTONIO, TX 78218-1549"
Calvary Temple Global Ministries,Christian / General,"2330 WINNING COLORS, SAN ANTONIO, TX 78248-2515"
Boerne River Church Inc,,"309 WATER ST STE 105, BOERNE, TX 78006-2866"
Women Of Faith And Wisdom Ministry,Christian / General,"25926 MISSION BLF, BOERNE, TX 78015-6553"
Gam Yachad Congregation,,"1846 MUSK ROSE, CONVERSE, TX 78109-4391"
Sheila Ortiz Diaz Ministries,Christian / General,"11934 DEVIN CHASE, SAN ANTONIO, TX 78253-5821"
Impact Community Church Of New Braunfels,,"2141 CONNER DR, NEW BRAUNFELS, TX 78130-3774"
Kingdom Legacy Worship Center,,"15610 HENDERSON PASS UNIT 701512, SAN ANTONIO, TX 78270-0859"
True Worshippers Of Hashem Fellowship Limited,Christian / General,"632 MUSKOGEE BND, NEW BRAUNFELS, TX 78132-5008"
International Church Of Faith Inc,,"23111 HICKORY PASS, SAN ANTONIO, TX 78264-4240"
Pillar Church Of San Antonio,,"3331 CHEROKEE CV, SAN ANTONIO, TX 78253-6358"
Garden City Church Inc,,"516 WILLOW, SAN ANTONIO, TX 78202-1244"
Jc Homeless Ministries,Christian / General,"2804 BETHANY DR, SCHERTZ, TX 78108-3557"
Milton K Smith Ministries Inc,Christian / General,"25910 KALKSTEINE LOOP, NEW BRAUNFELS, TX 78132-2794"
City Of Refuge Church Ministry,Christian / General,"8800 BROADWAY STE 225, SAN ANTONIO, TX 78217-6383"
Green Pastures & Still Waters Ministries,Christian / General,"2179 AUGUST AVE, NEW BRAUNFELS, TX 78132-0113"
Rugged Peak Ministries,Christian / General,"1411 NOLAN ST, SAN ANTONIO, TX 78202-2440"
Fireworks Church,,"129 BRISTOW WAY, BOERNE, TX 78006-8597"
Post-Apocalyptic Catholic Church Corp,Catholic,"1906 MARCO POLO, WINDCREST, TX 78239-1854"
Rhema Bible Fellowship Of San Antonio,Christian / General,"6834 SPRING GARDEN ST, SAN ANTONIO, TX 78249-2914"
Healing For You Ministries,Christian / General,"563 CHERRY RIDGE DR, SAN ANTONIO, TX 78213-2850"
Fly Ministries,Christian / General,"15223 COMANCHE GARD, SAN ANTONIO, TX 78233-3033"
St George Episcopal Day School Inc Permanent Endowment Fund,Episcopal,"6900 WEST AVE, SAN ANTONIO, TX 78213-1820"
Belong Church San Antonio Inc,,"7429 LINKWOOD ST, SAN ANTONIO, TX 78240-3050"
Hope Of Life Methodist Ministries Inc,Methodist,"2607 SALLY GAY DR, SAN ANTONIO, TX 78223-2239"
Arabic Baptist Church Of San Antonio,Baptist,"718 WILDGROVE LN, SAN ANTONIO, TX 78258-0000"
Shine Bright Ministries Inc,Christian / General,"43360 IH 10 WEST, BOERNE, TX 78006-7948"
Resource Center For Congregational Mental Health,,"140 W SUNSET RD, SAN ANTONIO, TX 78209-2633"
Miracle Workers Ministry,Christian / General,"407 MESA HL, SAN ANTONIO, TX 78258-4837"
Iglesia Renacer Inc,,"7806 MAINLAND WOODS, SAN ANTONIO, TX 78250-6022"
Rivers Of Hope Ministries,Christian / General,"PO BOX 40064, SAN ANTONIO, TX 78229-1064"
St Andrews Church & School Inc,,"722 ROBINHOOD PL, SAN ANTONIO, TX 78209-3400"
Palme-Templeton Family Foundation,,"17008 HIDDEN VIEW ST, SAN ANTONIO, TX 78232-2027"
Full Gospel Thanksgiving Church,,"PO BOX 18231, SAN ANTONIO, TX 78218-0231"
Northcliffe Interdenominational Community Church,,"8590 CRESTWAY RD, CONVERSE, TX 78109-3425"
Grace Episcopal Church,Episcopal,"6275 CAMP BULLIS RD, SAN ANTONIO, TX 78257-9731"
Faith Christian Center,Christian / General,"13383 GREENSTONE, SAN ANTONIO, TX 78249-4507"
Iglesia De Dios Ministerial De Jesucristo International Inc,,"HOTEL INN AND SUITES AIRPORT, SAN ANTONIO, TX 78216-0000"
Liberty Grace Community Church,,"4331 SOMERVILLE BAY, SAN ANTONIO, TX 78244-1350"
Laodicean Hope Lay Ministry Corp,Christian / General,"9326 VALLEY WAY DR, SAN ANTONIO, TX 78250-5721"
Catholic Daughters Of The Americas,Catholic,"8500 CROSS MOUNTAIN TRL, SAN ANTONIO, TX 78255-2026"
Living Waters Community Church Inc,,"PO BOX 10537, SAN ANTONIO, TX 78210-0537"
Life Impact Ministries Inc,Christian / General,"9204 CENTRO BONITO, SAN ANTONIO, TX 78245-1294"
Your Blessed Life Ministries Inc,Christian / General,"8126 CEDAR KNOLL DR, SAN ANTONIO, TX 78255-2204"
Catholic Life Insurance - 65 Hill Country,Catholic,"1635 NE LOOP 410, SAN ANTONIO, TX 78209-1625"
See The Light Ministries,Christian / General,"28295 I H 10 W 4 230, BOERNE, TX 78006-0000"
Crossover Victory Church - San Antonio Texas,,"230 MOUNT VERNON CT, SAN ANTONIO, TX 78223-2054"
Chosen4Service Community Church,,"PO BOX 762211, SAN ANTONIO, TX 78245-7211"
Psalm 67 And 2 Ministries,Christian / General,"12207 LOST RNCH, SAN ANTONIO, TX 78254-6313"
Redemption Church Sa,,"140 PLACID DR, SAN ANTONIO, TX 78228-5027"
We Are Here 2 Help Ministry Inc,Christian / General,"6707 VELMA PATH, SAN ANTONIO, TX 78253-7429"
Family Mosaic Ministries Inc,Christian / General,"7500 PARADISE RD LOT 41, SAN ANTONIO, TX 78244-2255"
One Calling Global Ministries Inc,Christian / General,"PO BOX 1500, HELOTES, TX 78023-1500"
Kingdom Ministries Global,Christian / General,"11710 PARLIAMENT ST APT 102, SAN ANTONIO, TX 78213-1165"
South City Church San Antonio,,"4215 DESERT GOLD DR, SAN ANTONIO, TX 78222-4847"
Foxhole Ministries,Christian / General,"8323 CULEBRA RD STE 103, SAN ANTONIO, TX 78251-1682"
Iglesia Biblica La Puerta,,"15310 HUEBNER RD, SAN ANTONIO, TX 78248-0986"
Christ Community Church Satx,,"1300 EVANS RD, SAN ANTONIO, TX 78258-6916"
Walkin The Walk Ministries Inc,Christian / General,"PO BOX 700983, SAN ANTONIO, TX 78270-0983"
Garden Church Of San Antonio,,"7143 SPRING POINT ST, SAN ANTONIO, TX 78249-2600"
Lynette Janine Ministries,Christian / General,"2186 JACKSON KELLER RD PMB 3068, SAN ANTONIO, TX 78213-2723"
Nouel Ministries,Christian / General,"17227 ROCK FLS, SAN ANTONIO, TX 78248-1524"
Compassionate Recovery On Purpose Ministries,Christian / General,"5827 NW LOOP 410 APT 1801, SAN ANTONIO, TX 78238-2513"
Texas Emmanuel Baptist Church,Baptist,"5955 FARM TO MARKET RD 78, SAN ANTONIO, TX 78244-0000"
Behold 1 Church & Ministries,Christian / General,"701 SW 24TH ST, SAN ANTONIO, TX 78207-4669"
Beauty From Ashes Ministries,Christian / General,"3111 SOLEDAD LN, NEW BRAUNFELS, TX 78132-2866"
Order My Steps Ministries International Inc,Christian / General,"3626 MELODY FLDS, CONVERSE, TX 78109-3678"
Iglesia Baustista Hispana Luz Y Vida Inc,,"12606 LOST RIDGE DR, LIVE OAK, TX 78233-3212"
Church Of Collectiveism,,"6347 SUNSET HAVEN ST, SAN ANTONIO, TX 78249-2435"
Iglesia Cristiana Roca De Refugio,,"409 FLORIDA ST, SAN ANTONIO, TX 78210-1517"
Lions Den Church,,"7606 WESTROCK DR, SAN ANTONIO, TX 78227-3402"
Campus Advancement Ministries,Christian / General,"50 RUST LN, BOERNE, TX 78006-8200"
Calvary Baptist Academy Of New Braunfels Texas,Baptist,"177 W KLEIN RD, NEW BRAUNFELS, TX 78130-9602"
Grace Life Church Of San Antonio,,"517 LIVINGSTON DR, SCHERTZ, TX 78108-3480"
Debre Sahle St Michael Eritrean Ort Hodox Tewahdo Church,,"PO BOX 1021, HELOTES, TX 78023-1021"
Zion Apostolic Center,Apostolic,"13326 WIND RDG, HELOTES, TX 78023-3980"
Grace Vision Ministry,Christian / General,"1681 RIVER RD APT 3113, BOERNE, TX 78006-8317"
Living Water Community Church San Antonio Inc,,"9423 RAINBOW CRK, SAN ANTONIO, TX 78245-1483"
Ecclesia United Church,,"6802 CIVILIAN, SAN ANTONIO, TX 78223-4855"
Hl Liberated Ministries,Christian / General,"4331 SOMERVILLE BAY, SAN ANTONIO, TX 78244-1350"
Foundation Of Truth Holiness Church,,"246 DELMAR ST, SAN ANTONIO, TX 78210-2238"
Big Homie Street Mentoring Ministry,Christian / General,"9414 GRAZE BR, SAN ANTONIO, TX 78211-1209"
Harpers Chapel Ministries,Christian / General,"10823 YAUPON HOLLY, HELOTES, TX 78023-4286"
Hearts Connections Ministries,Christian / General,"1919 KINDER RUN, SAN ANTONIO, TX 78260-2177"
Bible Study Fellowship,Christian / General,"18756 STONE OAK PARKWAY, SAN ANTONIO, TX 78258-4790"
San Antonio North Foursquare Church,,"20825 WILDERNESS OAK, SAN ANTONIO, TX 78258-2627"
Love Fellowship Christian Ctr,Christian / General,"8523 TANBARK DR, SAN ANTONIO, TX 78240-3709"
Thelma Gospel Christian Church,Christian / General,"22131 PLEASANTON RD, SAN ANTONIO, TX 78264-3731"
Korean Grace Baptist Church,Baptist,"5838 JOINER, SAN ANTONIO, TX 78238-1810"
The River Church,,"18118 CERCA PIEDRA, SAN ANTONIO, TX 78259-3530"
Hope And Healing Ministries,Christian / General,"722 ROBINHOOD PL, SAN ANTONIO, TX 78209-3400"
Soul Winners Ministry,Christian / General,"3922 TURNING PINE EDGE, CONVERSE, TX 78109-1580"
Mercifully Broken Ministries,Christian / General,"6010 VENADO TRCE, SAN ANTONIO, TX 78240-3367"
Gateway Fellowship Espanol,Christian / General,"10907 W LOOP 1604 N, SAN ANTONIO, TX 78254-3300"
Gateway Fellowship Church Westside,Christian / General,"11439 TURMOIL CURV, SAN ANTONIO, TX 78254-4580"
Adonais Fragrance Ministry,Christian / General,"4138 SOUTHTON TARN, SAN ANTONIO, TX 78223-2473"
Samaritans In Christ Motorcycle Ministry Incorporated,Christian / General,"13519 AUBURN OAKS, SAN ANTONIO, TX 78247-3708"
You Feed Them Fellowship,Christian / General,"16200 NACOGDOCHES RD, SAN ANTONIO, TX 78247-1003"
New Creation Church International,,"9010 LUNAR LNDG, SAN ANTONIO, TX 78252-4674"
Veterans For Christ Ministry,Christian / General,"13418 CORAM PEAK ST, SAN ANTONIO, TX 78248-1202"
Fresh Oil Ministries Of San Antonio Tx Inc,Christian / General,"7333 POTRANCO RD APT 30103, SAN ANTONIO, TX 78251-1505"
Assemble Ministries Inc,Christian / General,"235 ARENDES DR, NEW BRAUNFELS, TX 78132-5125"
Open Heavens International Ministries,Christian / General,"212 HINGE CRK, CIBOLO, TX 78108-3351"
Abound Catholic,Catholic,"210 SAINT ANN, SAN ANTONIO, TX 78201-6357"
Storehouse Church Inc,,"14503 GOLD RUSH PASS, SAN ANTONIO, TX 78254-4470"
Bethany Prayer Ministries Inc,Christian / General,"7700 BROADWAY STE 104 PMB 1040, SAN ANTONIO, TX 78209-3260"
Sam Nobles Ministries,Christian / General,"26108 OVERLOOK PARKWAY, SAN ANTONIO, TX 78260-6046"
Inspiration Moments And Ministry,Christian / General,"688 COLT TRL, SCHERTZ, TX 78154-2081"
Find The Lost Ministry Incorporated,Christian / General,"6847 SCHILLINGS KY, SAN ANTONIO, TX 78252-2377"
Waymakers Ministries Inc,Christian / General,"11620 HOLLERING PASS, SCHERTZ, TX 78154-6147"
Church Of The Redeemer - Anglican,,"244 FM 306 STE 120 PMB 321, NEW BRAUNFELS, TX 78130-5487"
Food And The Word Outreach Ministry,Christian / General,"10730 POTRANCO RD STE 122 PMB 134, SAN ANTONIO, TX 78251-3330"
Catholic Outreach Foundation,Catholic,"612 ABLE BLF, CIBOLO, TX 78108-0048"
New Storehouse Ministries,Christian / General,"27715 BORDELON WAY, SAN ANTONIO, TX 78260-1451"
Mess 2 Message Ministries,Christian / General,"PO BOX 32, SOMERSET, TX 78069-0032"
Cancer Care Ministries,Christian / General,"CANCER CARE MINISTRIES, SAN ANTONIO, TX 78213-0000"
Faith Living Church Corporation,,"1308 E COMMON ST STE 205, NEW BRAUNFELS, TX 78130-3561"
Rise To Faith Church,,"16207 GARDEN OAKS ST, SAN ANTONIO, TX 78232-2503"
